Tuzla TZLTOCDELLOSS01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-04 11:29:11;;;;;;;;;;
2025-10-04 12:00:00;2,58;1,86;3,04;205;439;58;15.800;6.090;9.710;%61.0
2025-10-04 13:00:00;2,89;2;3,47;209;437;63;15.189;5.934;9.255;%67.0
2025-10-04 14:00:00;3,14;2,09;3,81;210;437;65;15.094;5.871;9.223;%68.0
2025-10-04 15:00:00;2,8;1,92;3,35;207;438;63;15.675;6.014;9.661;%62.0
2025-10-04 16:00:00;3,17;2,15;3,82;211;437;67;14.856;5.783;9.073;%70.0
2025-10-04 17:00:00;3,39;2,62;3,9;212;431;67;15.104;6.002;9.102;%70.0
2025-10-04 18:00:00;2,98;1,98;3,59;206;438;63;15.559;5.925;9.634;%62.0
2025-10-04 19:00:00;3,15;2,15;3,8;213;438;67;14.604;5.758;8.847;%72.0
2025-10-04 20:00:00;2,58;1,9;3,01;205;437;61;15.702;6.028;9.674;%63.0
2025-10-04 21:00:00;3,15;2,83;3,37;213;428;62;14.819;6.096;8.723;%74.0
2025-10-04 22:00:00;2,16;1,8;2,4;204;439;54;15.681;6.120;9.561;%65.0
2025-10-04 23:00:00;1,95;1,68;2,13;202;439;51;16.150;6.291;9.859;%58.0
2025-10-05 00:00:00;1,91;1,77;2;202;435;49;15.749;6.243;9.506;%65.0
2025-10-05 01:00:00;1,77;1,62;1,86;196;437;42;16.572;6.453;10.120;%58.0
2025-10-05 02:00:00;1,73;1,67;1,78;201;436;44;16.222;6.494;9.728;%63.0
2025-10-05 03:00:00;2,61;2,55;2,65;214;427;65;16.583;6.822;9.761;%70.0
2025-10-05 04:00:00;2,68;2,48;2,83;215;415;65;15.762;6.765;8.997;%75.0
2025-10-05 05:00:00;2,73;2,42;2,94;213;419;71;16.004;6.519;9.484;%69.0
2025-10-05 06:00:00;2,12;1,88;2,28;207;436;58;15.428;6.070;9.358;%70.0
2025-10-05 07:00:00;1,34;1,49;1,24;197;439;36;16.526;6.596;9.930;%56.0
2025-10-05 08:00:00;1,27;1,48;1,13;195;438;37;16.815;6.604;10.210;%54.0
2025-10-05 09:00:00;1,64;1,59;1,68;191;438;38;16.981;6.474;10.507;%59.0
2025-10-05 10:00:00;1,76;1,57;1,87;190;437;41;17.214;6.457;10.757;%57.0
2025-10-05 11:00:00;1,95;1,68;2,13;204;439;50;15.985;6.312;9.673;%61.0
2025-10-05 12:00:00;2,02;1,74;2,2;204;439;54;16.000;6.230;9.770;%61.0
2025-10-05 13:00:00;2,47;1,89;2,84;207;438;58;15.567;6.100;9.467;%65.0
2025-10-05 14:00:00;2,66;1,97;3,1;209;437;62;15.297;5.988;9.308;%68.0
2025-10-05 15:00:00;2,62;1,86;3,09;205;437;60;15.875;6.091;9.784;%62.0
2025-10-05 16:00:00;3,26;2,1;4,01;211;436;65;14.906;5.860;9.045;%70.0
2025-10-05 17:00:00;3;2,1;3,57;209;436;64;15.145;5.883;9.263;%69.0
2025-10-05 18:00:00;3,01;2,04;3,63;209;436;64;15.135;5.886;9.249;%69.0
2025-10-05 19:00:00;2,73;1,9;3,25;206;437;61;15.710;6.066;9.644;%64.0
2025-10-05 20:00:00;2,83;2,15;3,28;212;437;64;14.770;5.848;8.922;%72.0
2025-10-05 21:00:00;2,22;1,82;2,48;202;437;55;15.941;6.133;9.809;%62.0
2025-10-05 22:00:00;2,16;1,79;2,4;205;438;54;15.657;6.175;9.482;%65.0
2025-10-05 23:00:00;2,02;1,75;2,2;204;438;50;15.811;6.263;9.548;%65.0
2025-10-06 00:00:00;1,73;1,61;1,81;199;434;45;16.478;6.529;9.949;%58.0
2025-10-06 01:00:00;1,6;1,61;1,6;196;436;40;16.470;6.474;9.995;%61.0
2025-10-06 02:00:00;1,39;1,55;1,29;197;436;39;16.665;6.609;10.055;%58.0
2025-10-06 03:00:00;2,69;2,72;2,67;218;422;68;16.544;6.994;9.550;%69.0
2025-10-06 04:00:00;2,28;2,16;2,37;207;411;57;16.380;6.968;9.412;%70.0
2025-10-06 05:00:00;3,41;2,71;3,86;216;427;80;15.494;6.049;9.445;%71.0
2025-10-06 06:00:00;1,69;1,71;1,69;205;439;47;15.689;6.310;9.379;%66.0
2025-10-06 07:00:00;1,32;1,49;1,21;199;440;38;16.446;6.586;9.861;%56.0
2025-10-06 08:00:00;1,8;1,61;1,92;199;438;44;16.507;6.472;10.035;%57.0
2025-10-06 09:00:00;2,02;1,73;2,2;197;437;50;16.659;6.302;10.356;%62.0
2025-10-06 10:00:00;2,43;2,07;2,65;198;433;54;16.418;6.200;10.218;%66.0
2025-10-06 11:00:00;2,91;2,35;3,28;210;434;63;15.345;6.053;9.292;%67.0
2025-10-06 12:00:00;2,66;1,9;3,14;209;438;63;15.537;6.032;9.505;%65.0
2025-10-06 13:00:00;3,09;2,07;3,74;210;438;66;15.116;5.858;9.258;%68.0
2025-10-06 14:00:00;3,76;3,36;4,03;214;421;70;15.289;6.281;9.008;%70.0
2025-10-06 15:00:00;3,54;2,33;4,32;214;435;71;14.613;5.738;8.875;%73.0
2025-10-06 16:00:00;3,29;2,14;4,01;211;437;69;15.108;5.845;9.263;%68.0
2025-10-06 17:00:00;3,65;2,61;4,35;216;431;73;14.618;5.827;8.791;%74.0
2025-10-06 18:00:00;3,16;2,11;3,82;209;438;67;15.370;5.884;9.486;%66.0
2025-10-06 19:00:00;3,27;2,17;3,97;213;438;68;14.808;5.788;9.020;%71.0
2025-10-06 20:00:00;2,52;1,92;2,9;207;438;61;15.652;6.055;9.598;%64.0
2025-10-06 21:00:00;3,14;3,41;2,95;212;422;60;15.619;6.574;9.045;%68.0
2025-10-06 22:00:00;2,28;1,85;2,56;206;438;54;15.502;6.116;9.386;%67.0
2025-10-06 23:00:00;1,86;1,67;1,99;202;439;49;16.201;6.353;9.848;%60.0
2025-10-07 00:00:00;1,82;1,68;1,92;200;435;46;16.158;6.422;9.737;%60.0
2025-10-07 01:00:00;1,57;1,61;1,55;195;437;40;16.552;6.467;10.085;%58.0
2025-10-07 02:00:00;1,38;1,57;1,25;198;436;40;16.552;6.585;9.967;%58.0
2025-10-07 03:00:00;2,71;2,78;2,67;220;425;70;16.307;6.877;9.430;%71.0
2025-10-07 04:00:00;3,12;2,7;3,42;214;414;72;15.797;6.583;9.214;%71.0
2025-10-07 05:00:00;2,87;2,49;3,14;217;421;78;15.509;6.296;9.213;%73.0
2025-10-07 06:00:00;1,79;1,78;1,8;205;437;48;15.902;6.397;9.504;%67.0
2025-10-07 07:00:00;1,24;1,44;1,11;199;440;39;16.660;6.633;10.027;%55.0
2025-10-07 08:00:00;1,77;1,59;1,88;199;438;45;16.449;6.440;10.009;%59.0
2025-10-07 09:00:00;2,08;1,75;2,28;197;438;51;16.508;6.222;10.286;%62.0
2025-10-07 10:00:00;2,37;1,82;2,7;196;437;54;16.541;6.152;10.389;%65.0
2025-10-07 11:00:00;2,87;2,31;3,23;208;434;62;15.607;6.126;9.481;%66.0
2025-10-07 12:00:00;3,01;2,34;3,45;210;435;65;15.279;6.015;9.265;%68.0
2025-10-07 13:00:00;3,4;2,63;3,91;211;430;67;15.474;6.165;9.309;%67.0
2025-10-07 14:00:00;3,5;2,38;4,24;214;434;70;14.939;5.913;9.027;%71.0
2025-10-07 15:00:00;3,38;2,73;3,81;210;431;67;15.458;6.066;9.392;%67.0
2025-10-07 16:00:00;3,35;2,57;3,87;214;430;70;15.175;6.088;9.088;%70.0
2025-10-07 17:00:00;3,65;2,5;4,4;214;433;71;15.006;5.942;9.064;%70.0
2025-10-07 18:00:00;3,07;2,08;3,69;210;437;67;15.400;5.941;9.460;%66.0
2025-10-07 19:00:00;3,07;2,05;3,72;210;438;66;15.251;5.922;9.329;%67.0
2025-10-07 20:00:00;2,66;1,95;3,1;208;437;62;15.439;5.999;9.440;%66.0
2025-10-07 21:00:00;2,65;2,33;2,87;208;431;59;15.638;6.261;9.377;%65.0
2025-10-07 22:00:00;2,06;1,75;2,27;206;439;54;15.778;6.216;9.562;%63.0
2025-10-07 23:00:00;1,93;1,69;2,09;204;439;50;15.985;6.309;9.676;%62.0
2025-10-08 00:00:00;1,77;1,64;1,85;200;435;46;16.284;6.466;9.818;%59.0
2025-10-08 01:00:00;1,6;1,59;1,6;196;437;41;16.585;6.515;10.070;%55.0
2025-10-08 02:00:00;1,43;1,58;1,34;199;436;41;16.722;6.664;10.057;%56.0
2025-10-08 03:00:00;2,99;2,89;3,06;219;422;70;16.213;6.881;9.332;%72.0
2025-10-08 04:00:00;2,49;2,35;2,6;210;409;63;16.146;6.858;9.288;%71.0
2025-10-08 05:00:00;3,21;2,64;3,59;215;427;77;15.560;6.143;9.417;%72.0
2025-10-08 06:00:00;2,13;1,9;2,28;207;438;56;15.269;6.048;9.221;%71.0
2025-10-08 07:00:00;1,39;1,51;1,31;199;440;39;16.393;6.524;9.869;%57.0
2025-10-08 08:00:00;1,77;1,58;1,89;198;438;45;16.596;6.459;10.137;%57.0
2025-10-08 09:00:00;2,12;1,77;2,34;196;438;51;16.570;6.216;10.354;%63.0
2025-10-08 10:00:00;2,34;1,89;2,61;197;436;55;16.401;6.120;10.281;%65.0
2025-10-08 11:00:00;2,74;1,91;3,27;208;438;62;15.647;6.059;9.588;%63.0
2025-10-08 12:00:00;3;2,05;3,6;210;437;65;15.429;6.007;9.422;%65.0
2025-10-08 13:00:00;3,44;2,36;4,14;212;435;69;15.029;5.902;9.126;%69.0
2025-10-08 14:00:00;3,63;2,71;4,25;214;429;70;15.144;6.066;9.078;%69.0
2025-10-08 15:00:00;3,27;2,27;3,91;210;434;68;15.442;6.004;9.438;%65.0
2025-10-08 16:00:00;3,42;2,17;4,21;213;437;70;15.012;5.827;9.185;%68.0
2025-10-08 17:00:00;3,58;2,28;4,41;213;437;72;14.753;5.716;9.037;%70.0
2025-10-08 18:00:00;3,24;2,11;3,95;212;438;69;15.095;5.846;9.249;%68.0
2025-10-08 19:00:00;3,36;2,18;4,12;213;437;69;14.737;5.755;8.982;%70.0
2025-10-08 20:00:00;3,65;3,73;3,58;214;422;65;15.420;6.447;8.973;%68.0
2025-10-08 21:00:00;2,63;1,98;3,06;208;437;61;15.072;5.917;9.155;%69.0
2025-10-08 22:00:00;2,21;2,04;2,32;206;433;55;15.863;6.330;9.532;%63.0
2025-10-08 23:00:00;2,07;1,76;2,28;204;438;51;15.784;6.236;9.548;%64.0
2025-10-09 00:00:00;1,98;1,86;2,06;202;431;47;16.092;6.498;9.594;%61.0
2025-10-09 01:00:00;1,71;1,65;1,75;195;437;42;16.344;6.360;9.984;%58.0
2025-10-09 02:00:00;1,45;1,62;1,33;199;436;42;16.517;6.569;9.948;%55.0
2025-10-09 03:00:00;2,6;2,6;2,59;212;424;65;16.469;6.766;9.703;%70.0
2025-10-09 04:00:00;2,72;2,61;2,8;215;416;68;16.055;6.783;9.271;%72.0
2025-10-09 05:00:00;2,8;2,47;3,04;214;418;71;15.674;6.464;9.210;%73.0
2025-10-09 06:00:00;2,39;1,99;2,64;210;436;64;15.361;6.026;9.335;%70.0
2025-10-09 07:00:00;1,58;1,58;1,58;201;440;43;16.214;6.452;9.763;%58.0
2025-10-09 08:00:00;1,76;1,61;1,86;199;438;46;16.535;6.440;10.095;%57.0
2025-10-09 09:00:00;2,09;1,79;2,27;196;437;52;16.464;6.185;10.279;%64.0
2025-10-09 10:00:00;2,39;1,88;2,69;197;436;55;16.339;6.094;10.245;%65.0
2025-10-09 11:00:00;2,79;2,39;3,06;210;433;62;15.837;6.299;9.538;%63.0
2025-10-09 12:00:00;3,02;2,13;3,6;209;431;66;15.652;6.126;9.526;%64.0
2025-10-09 13:00:00;3,56;2,21;4,42;213;435;70;14.873;5.814;9.059;%69.0
2025-10-09 14:00:00;3,64;3,03;4,05;212;427;68;15.622;6.250;9.372;%65.0
2025-10-09 15:00:00;6,56;7,5;5,63;235;393;80;15.563;7.702;7.861;%77.0
2025-10-09 16:00:00;3,4;2,5;3,98;214;432;70;15.323;6.082;9.241;%67.0
2025-10-09 17:00:00;3,62;2,31;4,48;216;435;74;14.549;5.732;8.817;%73.0
2025-10-09 18:00:00;3,18;2,16;3,82;211;436;69;15.393;5.971;9.421;%66.0
2025-10-09 19:00:00;3,84;2,74;4,58;218;434;71;14.538;5.870;8.668;%74.0
2025-10-09 20:00:00;2,73;1,91;3,24;207;438;62;15.697;6.062;9.635;%63.0
2025-10-09 21:00:00;2,84;2,04;3,37;212;438;63;14.687;5.845;8.842;%73.0
2025-10-09 22:00:00;2,77;2,99;2,61;207;419;55;16.395;6.821;9.573;%62.0
2025-10-09 23:00:00;2,03;1,75;2,2;204;439;52;15.793;6.218;9.575;%65.0
2025-10-10 00:00:00;1,94;1,74;2,07;203;435;49;15.880;6.346;9.534;%64.0
2025-10-10 01:00:00;1,74;1,63;1,81;198;436;43;16.516;6.488;10.028;%60.0
2025-10-10 02:00:00;1,68;1,65;1,71;200;435;45;16.539;6.553;9.985;%60.0
2025-10-10 03:00:00;2,93;2,83;3;219;425;71;16.162;6.784;9.378;%73.0
2025-10-10 04:00:00;2,43;2,24;2,56;210;415;63;16.242;6.789;9.453;%70.0
2025-10-10 05:00:00;3,15;2,72;3,45;218;418;79;15.796;6.481;9.316;%73.0
