Adana ADNTOCDELLOSS01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-28 08:00:00;0,32;1,11;0,18;85;506;10;0.724;0.110;0.614;%1.0
2025-10-28 09:00:00;0,32;1,06;0,18;84;471;10;0.732;0.118;0.613;%1.0
2025-10-28 10:00:00;0,32;1,07;0,18;85;479;10;0.725;0.116;0.609;%1.0
2025-10-28 11:00:00;0,32;1,11;0,18;85;506;10;0.721;0.109;0.611;%1.0
2025-10-28 12:00:00;0,32;1,12;0,18;84;505;10;0.726;0.109;0.616;%1.0
2025-10-28 13:00:00;0,32;1,14;0,18;84;507;10;0.727;0.108;0.619;%1.0
2025-10-28 14:00:00;0,32;1,07;0,18;84;476;10;0.735;0.117;0.618;%5.0
2025-10-28 15:00:00;0,32;1,11;0,18;85;500;10;0.728;0.112;0.616;%1.0
2025-10-28 16:00:00;0,32;1,11;0,18;84;499;10;0.719;0.110;0.609;%1.0
2025-10-28 17:00:00;0,32;1,12;0,18;85;507;10;0.725;0.110;0.615;%1.0
2025-10-28 18:00:00;0,32;1,12;0,18;85;507;10;0.724;0.110;0.613;%1.0
2025-10-28 19:00:00;0,32;1,12;0,18;85;507;10;0.724;0.109;0.615;%5.0
2025-10-28 20:00:00;0,32;1,11;0,18;85;506;10;0.724;0.110;0.614;%1.0
2025-10-28 21:00:00;0,32;1,1;0,18;85;497;10;0.724;0.111;0.613;%1.0
2025-10-28 22:00:00;0,32;1,11;0,18;85;504;10;0.719;0.110;0.609;%1.0
2025-10-28 23:00:00;0,32;1,12;0,18;84;506;10;0.722;0.108;0.614;%1.0
2025-10-29 00:00:00;0,32;1,12;0,18;86;504;10;0.725;0.111;0.614;%1.0
2025-10-29 01:00:00;0,32;1,09;0,18;85;488;10;0.728;0.114;0.613;%1.0
2025-10-29 02:00:00;0,32;1,08;0,18;83;478;10;0.730;0.114;0.617;%1.0
2025-10-29 03:00:00;0,32;0,97;0,18;84;421;10;0.747;0.134;0.613;%1.0
2025-10-29 04:00:00;0,32;1,08;0,18;86;488;10;0.722;0.115;0.607;%1.0
2025-10-29 05:00:00;0,32;1,07;0,18;84;481;10;0.727;0.115;0.612;%1.0
2025-10-29 06:00:00;0,32;1,09;0,18;85;490;10;0.726;0.113;0.613;%1.0
2025-10-29 07:00:00;0,36;0,6;0,18;97;212;10;1.073;0.461;0.613;%4.0
2025-10-29 08:00:00;0,32;1,1;0,18;85;495;10;0.725;0.113;0.612;%3.0
2025-10-29 09:00:00;0,32;1,11;0,18;85;502;10;0.723;0.111;0.612;%1.0
2025-10-29 10:00:00;0,32;1,11;0,18;86;504;10;0.719;0.111;0.608;%1.0
2025-10-29 11:00:00;0,32;1,13;0,18;84;506;10;0.721;0.108;0.613;%1.0
2025-10-29 12:00:00;0,33;1,12;0,18;86;507;10;0.724;0.110;0.614;%5.0
2025-10-29 13:00:00;0,32;1,11;0,18;84;493;10;0.727;0.112;0.615;%1.0
2025-10-29 14:00:00;0,32;1,06;0,18;83;471;10;0.732;0.116;0.616;%1.0
2025-10-29 15:00:00;0,32;1,11;0,18;85;504;10;0.725;0.110;0.615;%1.0
2025-10-29 16:00:00;0,32;1,11;0,18;86;505;10;0.718;0.111;0.607;%1.0
2025-10-29 17:00:00;0,32;1,12;0,18;85;506;10;0.720;0.109;0.611;%1.0
2025-10-29 18:00:00;0,32;1,11;0,18;85;499;10;0.728;0.112;0.616;%1.0
2025-10-29 19:00:00;0,32;1,13;0,18;85;507;10;0.724;0.109;0.615;%1.0
2025-10-29 20:00:00;0,32;1,11;0,18;85;504;10;0.723;0.110;0.613;%1.0
2025-10-29 21:00:00;0,32;1,13;0,18;84;506;10;0.725;0.109;0.616;%1.0
2025-10-29 22:00:00;0,32;1,12;0,18;85;505;10;0.719;0.110;0.609;%1.0
2025-10-29 23:00:00;0,32;1,08;0,18;85;477;9;0.728;0.117;0.611;%1.0
2025-10-30 00:00:00;0,32;1,11;0,18;85;500;10;0.725;0.112;0.613;%1.0
2025-10-30 01:00:00;0,33;1,12;0,18;85;502;10;0.722;0.110;0.612;%5.0
2025-10-30 02:00:00;0,32;1,08;0,18;85;480;10;0.728;0.117;0.612;%1.0
2025-10-30 03:00:00;0,32;0,96;0,18;83;416;10;0.743;0.135;0.608;%1.0
2025-10-30 04:00:00;0,32;1,07;0,18;85;475;10;0.715;0.116;0.598;%1.0
2025-10-30 05:00:00;0,32;1,09;0,18;84;482;10;0.716;0.113;0.603;%1.0
2025-10-30 06:00:00;0,33;1,1;0,18;86;491;10;0.718;0.114;0.605;%5.0
2025-10-30 07:00:00;0,36;0,61;0,18;98;218;10;1.055;0.446;0.609;%2.0
2025-10-30 08:00:00;0,32;1,12;0,18;85;505;10;0.721;0.110;0.612;%1.0
2025-10-30 09:00:00;0,32;1,05;0,18;83;459;10;0.735;0.120;0.615;%1.0
2025-10-30 10:00:00;0,32;1,1;0,18;85;496;9;0.722;0.113;0.609;%1.0
2025-10-30 11:00:00;0,32;1,12;0,18;85;504;10;0.723;0.110;0.613;%1.0
2025-10-30 12:00:00;0,32;1,12;0,18;84;504;10;0.722;0.109;0.613;%1.0
2025-10-30 13:00:00;0,32;1,13;0,18;84;507;10;0.720;0.108;0.612;%1.0
2025-10-30 14:00:00;0,32;1,07;0,18;84;474;10;0.730;0.118;0.612;%1.0
2025-10-30 15:00:00;0,32;1,11;0,18;86;496;10;0.721;0.112;0.608;%1.0
2025-10-30 16:00:00;0,33;1,12;0,18;86;500;10;0.711;0.111;0.600;%1.0
2025-10-30 17:00:00;0,32;1,12;0,18;85;504;10;0.716;0.110;0.606;%1.0
2025-10-30 18:00:00;0,33;1,12;0,18;85;506;10;0.715;0.108;0.606;%1.0
2025-10-30 19:00:00;0,32;1,12;0,18;85;507;10;0.723;0.110;0.612;%5.0
2025-10-30 20:00:00;0,32;1,12;0,18;85;505;10;0.723;0.110;0.613;%1.0
2025-10-30 21:00:00;0,32;1,12;0,18;84;499;10;0.724;0.110;0.613;%1.0
2025-10-30 22:00:00;0,32;1,12;0,18;86;503;10;0.715;0.111;0.605;%1.0
2025-10-30 23:00:00;0,32;1,12;0,18;85;506;10;0.722;0.110;0.612;%1.0
2025-10-31 00:00:00;0,32;1,11;0,18;86;504;10;0.723;0.111;0.612;%5.0
2025-10-31 01:00:00;0,32;1,12;0,18;83;506;10;0.724;0.108;0.617;%1.0
2025-10-31 02:00:00;0,32;1,06;0,18;83;472;10;0.734;0.116;0.618;%1.0
2025-10-31 03:00:00;0,32;0,96;0,18;83;410;10;0.750;0.137;0.613;%1.0
2025-10-31 04:00:00;0,32;1,09;0,18;85;487;10;0.721;0.113;0.607;%1.0
2025-10-31 05:00:00;0,32;1,05;0,18;84;469;10;0.736;0.119;0.617;%1.0
2025-10-31 06:00:00;0,32;1,09;0,18;84;490;10;0.724;0.111;0.613;%1.0
2025-10-31 07:00:00;0,36;0,6;0,18;97;211;10;1.077;0.463;0.614;%2.0
2025-10-31 08:00:00;0,32;1,12;0,18;84;503;10;0.726;0.110;0.617;%1.0
2025-10-31 09:00:00;0,32;1,13;0,18;84;506;10;0.724;0.109;0.615;%1.0
2025-10-31 10:00:00;0,32;1,12;0,18;86;506;10;0.718;0.110;0.607;%1.0
2025-10-31 11:00:00;0,32;1,12;0,18;85;506;10;0.719;0.109;0.610;%1.0
2025-10-31 12:00:00;0,32;1,12;0,18;85;508;10;0.719;0.109;0.610;%1.0
2025-10-31 13:00:00;0,33;1,12;0,18;86;507;10;0.720;0.110;0.610;%5.0
2025-10-31 14:00:00;0,32;1,07;0,18;84;474;10;0.730;0.117;0.614;%1.0
2025-10-31 15:00:00;0,32;1,12;0,18;85;504;10;0.722;0.109;0.612;%1.0
2025-10-31 16:00:00;0,32;1,12;0,18;85;506;10;0.717;0.109;0.608;%1.0
2025-10-31 17:00:00;0,32;1,12;0,18;84;507;10;0.721;0.108;0.613;%1.0
2025-10-31 18:00:00;0,32;1,14;0,18;83;507;10;0.720;0.106;0.614;%5.0
2025-10-31 19:00:00;0,32;1,13;0,18;83;504;10;0.720;0.107;0.613;%1.0
2025-10-31 20:00:00;0,32;1,12;0,18;84;503;10;0.721;0.108;0.613;%1.0
2025-10-31 21:00:00;0,32;1,12;0,18;85;504;10;0.723;0.110;0.613;%1.0
2025-10-31 22:00:00;0,32;1,11;0,18;86;504;10;0.719;0.111;0.609;%1.0
2025-10-31 23:00:00;0,32;1,11;0,18;86;505;10;0.722;0.111;0.611;%1.0
2025-11-01 00:00:00;0,32;1,11;0,18;85;505;10;0.726;0.110;0.616;%1.0
2025-11-01 01:00:00;0,32;1,12;0,18;84;502;10;0.726;0.110;0.616;%1.0
2025-11-01 02:00:00;0,32;1,04;0,18;83;453;10;0.739;0.123;0.616;%1.0
2025-11-01 03:00:00;0,32;0,98;0,18;83;420;10;0.748;0.135;0.613;%1.0
2025-11-01 04:00:00;0,32;1,1;0,18;84;487;10;0.722;0.113;0.609;%1.0
2025-11-01 05:00:00;0,32;1,09;0,18;85;487;10;0.728;0.114;0.614;%1.0
2025-11-01 06:00:00;0,32;1,08;0,18;83;479;10;0.731;0.115;0.616;%5.0
2025-11-01 07:00:00;0,36;0,61;0,18;97;218;10;1.060;0.445;0.615;%2.0
2025-11-01 08:00:00;0,32;1,13;0,18;84;508;10;0.722;0.108;0.614;%1.0
2025-11-01 09:00:00;0,32;1,12;0,18;85;505;10;0.724;0.110;0.614;%1.0
2025-11-01 10:00:00;0,32;1,04;0,18;82;448;10;0.728;0.120;0.608;%1.0
2025-11-01 11:00:00;0,32;1,12;0,18;84;503;10;0.716;0.107;0.609;%5.0
2025-11-01 12:00:00;0,32;1,12;0,18;85;506;10;0.717;0.108;0.608;%1.0
2025-11-01 13:00:00;0,32;1,13;0,18;85;507;10;0.722;0.110;0.612;%1.0
2025-11-01 14:00:00;0,32;1,07;0,18;84;474;10;0.733;0.118;0.616;%1.0
2025-11-01 15:00:00;0,32;1,12;0,18;86;507;10;0.722;0.110;0.612;%1.0
2025-11-01 16:00:00;0,33;1,11;0,18;86;498;10;0.720;0.112;0.608;%1.0
2025-11-01 17:00:00;0,32;1,12;0,18;86;505;10;0.720;0.110;0.610;%1.0
2025-11-01 18:00:00;0,33;1,12;0,18;84;504;10;0.719;0.109;0.610;%1.0
2025-11-01 19:00:00;0,32;1,13;0,18;85;508;10;0.723;0.110;0.613;%1.0
2025-11-01 20:00:00;0,32;1,12;0,18;85;506;10;0.723;0.110;0.613;%1.0
2025-11-01 21:00:00;0,33;1,12;0,18;85;500;10;0.723;0.111;0.612;%1.0
2025-11-01 22:00:00;0,32;1,12;0,18;85;505;10;0.716;0.110;0.607;%1.0
2025-11-01 23:00:00;0,32;1,12;0,18;85;507;10;0.721;0.109;0.612;%1.0
2025-11-02 00:00:00;0,32;1,11;0,18;85;503;10;0.726;0.111;0.615;%1.0
2025-11-02 01:00:00;0,32;1,11;0,18;85;502;10;0.725;0.110;0.615;%5.0
2025-11-02 02:00:00;0,32;1,07;0,18;84;475;10;0.735;0.118;0.617;%1.0
2025-11-02 03:00:00;0,32;0,97;0,18;83;414;10;0.748;0.136;0.613;%1.0
2025-11-02 04:00:00;0,33;1,09;0,18;85;487;10;0.720;0.114;0.607;%1.0
2025-11-02 05:00:00;0,32;1,07;0,18;84;478;10;0.731;0.116;0.615;%1.0
2025-11-02 06:00:00;0,33;1,1;0,18;85;490;10;0.726;0.114;0.612;%5.0
2025-11-02 07:00:00;0,36;0,61;0,18;96;211;10;1.073;0.460;0.613;%2.0
2025-11-02 08:00:00;0,32;1,1;0,18;84;495;10;0.725;0.112;0.613;%1.0
2025-11-02 09:00:00;0,32;1,12;0,18;85;505;10;0.726;0.110;0.615;%1.0
2025-11-02 10:00:00;0,33;1,13;0,18;85;504;10;0.716;0.110;0.606;%1.0
2025-11-02 11:00:00;0,32;1,12;0,18;84;504;10;0.720;0.109;0.612;%1.0
2025-11-02 12:00:00;0,32;1,12;0,18;84;506;10;0.722;0.108;0.614;%1.0
2025-11-02 13:00:00;0,32;1,1;0,18;85;502;10;0.723;0.111;0.611;%1.0
2025-11-02 14:00:00;0,32;1,05;0,18;84;463;10;0.732;0.120;0.613;%1.0
2025-11-02 15:00:00;0,32;1,12;0,18;86;504;10;0.716;0.110;0.606;%1.0
2025-11-02 16:00:00;0,33;1,11;0,18;87;505;10;0.709;0.111;0.598;%1.0
2025-11-02 17:00:00;0,33;1,12;0,18;87;506;10;0.707;0.109;0.598;%1.0
2025-11-02 18:00:00;0,33;1,13;0,19;86;507;10;0.707;0.108;0.599;%5.0
2025-11-02 19:00:00;0,33;1,1;0,18;87;495;10;0.712;0.113;0.599;%1.0
2025-11-02 20:00:00;0,32;1,12;0,18;86;506;10;0.711;0.109;0.602;%1.0
2025-11-02 21:00:00;0,32;1,11;0,18;86;506;10;0.714;0.110;0.604;%1.0
2025-11-02 22:00:00;0,33;1,09;0,18;86;496;10;0.713;0.113;0.601;%2.0
2025-11-02 23:00:00;0,33;1,07;0,18;85;480;10;0.722;0.116;0.605;%4.0
2025-11-03 00:00:00;0,32;1,11;0,18;85;501;10;0.714;0.110;0.605;%1.0
2025-11-03 01:00:00;0,33;1,12;0,18;86;504;10;0.717;0.110;0.606;%1.0
2025-11-03 02:00:00;0,33;1,1;0,18;86;498;10;0.718;0.112;0.606;%1.0
2025-11-03 03:00:00;0,32;0,95;0,18;84;406;10;0.742;0.138;0.604;%1.0
2025-11-03 04:00:00;0,32;1,09;0,18;85;487;10;0.714;0.113;0.601;%1.0
2025-11-03 05:00:00;0,32;1,09;0,18;85;489;10;0.717;0.112;0.604;%1.0
2025-11-03 06:00:00;0,32;1,1;0,18;85;490;10;0.717;0.112;0.605;%1.0
2025-11-03 07:00:00;0,36;0,61;0,18;98;218;9;1.051;0.445;0.607;%2.0
2025-11-03 08:00:00;0,32;1,12;0,18;86;505;10;0.714;0.110;0.604;%1.0
2025-11-03 09:00:00;0,32;1,06;0,18;85;468;10;0.725;0.119;0.606;%1.0
2025-11-03 10:00:00;;;;;;;;;;
